CIDADE,UF,REGIAO
Goianá,MG,Sudeste
Gonçalves,MG,Sudeste
Gonzaga,MG,Sudeste
Gouveia,MG,Sudeste
Governador Valadares,MG,Sudeste
Grão Mogol,MG,Sudeste
Grupiara,MG,Sudeste
Guanhães,MG,Sudeste
Guapé,MG,Sudeste
Guaraciaba,MG,Sudeste
Guaraciama,MG,Sudeste
Guaranésia,MG,Sudeste
Guarani,MG,Sudeste
Guarará,MG,Sudeste
Guarda-Mor,MG,Sudeste
Guaxupé,MG,Sudeste
Guidoval,MG,Sudeste
Guimarânia,MG,Sudeste
Guiricema,MG,Sudeste
Gurinhatã,MG,Sudeste
Heliodora,MG,Sudeste
Iapu,MG,Sudeste
Ibertioga,MG,Sudeste
Ibiá,MG,Sudeste
Ibiaí,MG,Sudeste
Ibiracatu,MG,Sudeste
Ibiraci,MG,Sudeste
Ibirité,MG,Sudeste
Ibitiúra de Minas,MG,Sudeste
Ibituruna,MG,Sudeste
Icaraí de Minas,MG,Sudeste
Igarapé,MG,Sudeste
Igaratinga,MG,Sudeste
Iguatama,MG,Sudeste
Ijaci,MG,Sudeste
Ilicínea,MG,Sudeste
Imbé de Minas,MG,Sudeste
Inconfidentes,MG,Sudeste
Indaiabira,MG,Sudeste
Indianópolis,MG,Sudeste
Ingaí,MG,Sudeste
Inhapim,MG,Sudeste
Inhaúma,MG,Sudeste
Inimutaba,MG,Sudeste
Ipaba,MG,Sudeste
Ipanema,MG,Sudeste
Ipatinga,MG,Sudeste
Ipiaçu,MG,Sudeste
Ipuiúna,MG,Sudeste
Iraí de Minas,MG,Sudeste
Itabira,MG,Sudeste
Itabirinha,MG,Sudeste
Itabirito,MG,Sudeste
Itacambira,MG,Sudeste
Itacarambi,MG,Sudeste
Itaguara,MG,Sudeste
Itaipé,MG,Sudeste
Itajubá,MG,Sudeste
Itamarandiba,MG,Sudeste
Itamarati de Minas,MG,Sudeste
Itambacuri,MG,Sudeste
Itambé do Mato Dentro,MG,Sudeste
Itamogi,MG,Sudeste
Itamonte,MG,Sudeste
Itanhandu,MG,Sudeste
Itanhomi,MG,Sudeste
Itaobim,MG,Sudeste
Itapagipe,MG,Sudeste
Itapecerica,MG,Sudeste
Itapeva,MG,Sudeste
Itatiaiuçu,MG,Sudeste
Itaú de Minas,MG,Sudeste
Itaúna,MG,Sudeste
Itaverava,MG,Sudeste
Itinga,MG,Sudeste
Itueta,MG,Sudeste
Ituiutaba,MG,Sudeste
Itumirim,MG,Sudeste
Iturama,MG,Sudeste
Itutinga,MG,Sudeste
Jaboticatubas,MG,Sudeste
Jacinto,MG,Sudeste
Jacuí,MG,Sudeste
Jacutinga,MG,Sudeste
Jaguaraçu,MG,Sudeste
Jaíba,MG,Sudeste
Jampruca,MG,Sudeste
Janaúba,MG,Sudeste
Januária,MG,Sudeste
Japaraíba,MG,Sudeste
Japonvar,MG,Sudeste
Jeceaba,MG,Sudeste
Jenipapo de Minas,MG,Sudeste
Jequeri,MG,Sudeste
Jequitaí,MG,Sudeste
Jequitibá,MG,Sudeste
Jequitinhonha,MG,Sudeste
Jesuânia,MG,Sudeste
Joaíma,MG,Sudeste
Joanésia,MG,Sudeste
João Monlevade,MG,Sudeste
João Pinheiro,MG,Sudeste
Joaquim Felício,MG,Sudeste
Jordânia,MG,Sudeste
José Gonçalves de Minas,MG,Sudeste
José Raydan,MG,Sudeste
Josenópolis,MG,Sudeste
Juatuba,MG,Sudeste
Juiz de Fora,MG,Sudeste
Juramento,MG,Sudeste
Juruaia,MG,Sudeste
Juvenília,MG,Sudeste
Ladainha,MG,Sudeste
Lagamar,MG,Sudeste
Lagoa da Prata,MG,Sudeste
Lagoa dos Patos,MG,Sudeste
Lagoa Dourada,MG,Sudeste
Lagoa Formosa,MG,Sudeste
Lagoa Grande,MG,Sudeste
Lagoa Santa,MG,Sudeste
Lajinha,MG,Sudeste
Lambari,MG,Sudeste
Lamim,MG,Sudeste
Laranjal,MG,Sudeste
Lassance,MG,Sudeste
Lavras,MG,Sudeste
Leandro Ferreira,MG,Sudeste
Leme do Prado,MG,Sudeste
Leopoldina,MG,Sudeste
Liberdade,MG,Sudeste
Lima Duarte,MG,Sudeste
Limeira do Oeste,MG,Sudeste
Lontra,MG,Sudeste
Luisburgo,MG,Sudeste
Luislândia,MG,Sudeste
Luminárias,MG,Sudeste
Luz,MG,Sudeste
Machacalis,MG,Sudeste
Machado,MG,Sudeste
Madre de Deus de Minas,MG,Sudeste
Malacacheta,MG,Sudeste
Mamonas,MG,Sudeste
Manga,MG,Sudeste
Manhuaçu,MG,Sudeste
Manhumirim,MG,Sudeste
Mantena,MG,Sudeste
Mar de Espanha,MG,Sudeste
Maravilhas,MG,Sudeste
Maria da Fé,MG,Sudeste
Mariana,MG,Sudeste
Marilac,MG,Sudeste
Mário Campos,MG,Sudeste
Maripá de Minas,MG,Sudeste
Marliéria,MG,Sudeste
Marmelópolis,MG,Sudeste
Martinho Campos,MG,Sudeste
Martins Soares,MG,Sudeste
Mata Verde,MG,Sudeste
Materlândia,MG,Sudeste
Mateus Leme,MG,Sudeste
Mathias Lobato,MG,Sudeste
Matias Barbosa,MG,Sudeste
Matias Cardoso,MG,Sudeste
Matipó,MG,Sudeste
Mato Verde,MG,Sudeste
Matozinhos,MG,Sudeste
Matutina,MG,Sudeste
Medeiros,MG,Sudeste
Medina,MG,Sudeste
Mendes Pimentel,MG,Sudeste
Mercês,MG,Sudeste
Mesquita,MG,Sudeste
Minas Novas,MG,Sudeste
Minduri,MG,Sudeste
Mirabela,MG,Sudeste
Miradouro,MG,Sudeste
Miraí,MG,Sudeste
Miravânia,MG,Sudeste
Moeda,MG,Sudeste
Moema,MG,Sudeste
Monjolos,MG,Sudeste
Monsenhor Paulo,MG,Sudeste
Montalvânia,MG,Sudeste
Monte Alegre de Minas,MG,Sudeste
Monte Azul,MG,Sudeste
Monte Belo,MG,Sudeste
Monte Carmelo,MG,Sudeste
Monte Formoso,MG,Sudeste
Monte Santo de Minas,MG,Sudeste
Monte Sião,MG,Sudeste
Montes Claros,MG,Sudeste
Montezuma,MG,Sudeste
Morada Nova de Minas,MG,Sudeste
Morro da Garça,MG,Sudeste
Morro do Pilar,MG,Sudeste
Munhoz,MG,Sudeste
Muriaé,MG,Sudeste
Mutum,MG,Sudeste
Muzambinho,MG,Sudeste
Nacip Raydan,MG,Sudeste
Nanuque,MG,Sudeste
Naque,MG,Sudeste
Natalândia,MG,Sudeste
Natércia,MG,Sudeste
Nazareno,MG,Sudeste
Nepomuceno,MG,Sudeste
Ninheira,MG,Sudeste
Nova Belém,MG,Sudeste
Nova Era,MG,Sudeste
Nova Lima,MG,Sudeste
Nova Módica,MG,Sudeste
Nova Ponte,MG,Sudeste
Nova Porteirinha,MG,Sudeste
Nova Resende,MG,Sudeste
Nova Serrana,MG,Sudeste
Nova União,MG,Sudeste
Novo Cruzeiro,MG,Sudeste
Novo Oriente de Minas,MG,Sudeste
Novorizonte,MG,Sudeste
Olaria,MG,Sudeste
Olhos-d'Água,MG,Sudeste
Olímpio Noronha,MG,Sudeste
Oliveira,MG,Sudeste
Oliveira Fortes,MG,Sudeste
Onça de Pitangui,MG,Sudeste
Oratórios,MG,Sudeste
Orizânia,MG,Sudeste
Ouro Branco,MG,Sudeste
Ouro Fino,MG,Sudeste
Ouro Preto,MG,Sudeste
Ouro Verde de Minas,MG,Sudeste
Padre Carvalho,MG,Sudeste
Padre Paraíso,MG,Sudeste
Pai Pedro,MG,Sudeste
Paineiras,MG,Sudeste
Pains,MG,Sudeste
Paiva,MG,Sudeste
Palma,MG,Sudeste
Palmópolis,MG,Sudeste
Papagaios,MG,Sudeste
Pará de Minas,MG,Sudeste
Paracatu,MG,Sudeste
Paraguaçu,MG,Sudeste
Paraisópolis,MG,Sudeste
Paraopeba,MG,Sudeste
Passa Quatro,MG,Sudeste
Passa Tempo,MG,Sudeste
Passa Vinte,MG,Sudeste
Passabém,MG,Sudeste
Passos,MG,Sudeste
Patis,MG,Sudeste
Patos de Minas,MG,Sudeste
Patrocínio,MG,Sudeste
Patrocínio do Muriaé,MG,Sudeste
Paula Cândido,MG,Sudeste
Paulistas,MG,Sudeste
Pavão,MG,Sudeste
Peçanha,MG,Sudeste
Pedra Azul,MG,Sudeste
Pedra Bonita,MG,Sudeste
Pedra do Anta,MG,Sudeste
Pedra do Indaiá,MG,Sudeste
Pedra Dourada,MG,Sudeste
Pedralva,MG,Sudeste
Pedras de Maria da Cruz,MG,Sudeste
Pedrinópolis,MG,Sudeste
Pedro Leopoldo,MG,Sudeste
Pedro Teixeira,MG,Sudeste
Pequeri,MG,Sudeste
Pequi,MG,Sudeste
Perdigão,MG,Sudeste
Perdizes,MG,Sudeste
Perdões,MG,Sudeste
Periquito,MG,Sudeste
Pescador,MG,Sudeste
Piau,MG,Sudeste
Piedade de Caratinga,MG,Sudeste
Piedade de Ponte Nova,MG,Sudeste
Piedade do Rio Grande,MG,Sudeste
Piedade dos Gerais,MG,Sudeste
Pimenta,MG,Sudeste
Pingo-d'Água,MG,Sudeste
Pintópolis,MG,Sudeste
Piracema,MG,Sudeste
Pirajuba,MG,Sudeste
Piranga,MG,Sudeste
Piranguçu,MG,Sudeste
Piranguinho,MG,Sudeste
Pirapetinga,MG,Sudeste
Pirapora,MG,Sudeste
Piraúba,MG,Sudeste
Pitangui,MG,Sudeste
Piumhi,MG,Sudeste
Planura,MG,Sudeste
Poço Fundo,MG,Sudeste
Poços de Caldas,MG,Sudeste
Pocrane,MG,Sudeste
Pompéu,MG,Sudeste
Ponte Nova,MG,Sudeste
Ponto Chique,MG,Sudeste
Ponto dos Volantes,MG,Sudeste
Porteirinha,MG,Sudeste
Porto Firme,MG,Sudeste
Poté,MG,Sudeste
Pouso Alegre,MG,Sudeste
Pouso Alto,MG,Sudeste
Prados,MG,Sudeste
Prata,MG,Sudeste
Pratápolis,MG,Sudeste
Pratinha,MG,Sudeste
Presidente Bernardes,MG,Sudeste
Presidente Juscelino,MG,Sudeste
Presidente Kubitschek,MG,Sudeste
Presidente Olegário,MG,Sudeste
Prudente de Morais,MG,Sudeste
Quartel Geral,MG,Sudeste
Queluzito,MG,Sudeste
Raposos,MG,Sudeste
Raul Soares,MG,Sudeste
Recreio,MG,Sudeste
Reduto,MG,Sudeste
Resende Costa,MG,Sudeste
Resplendor,MG,Sudeste
Ressaquinha,MG,Sudeste
Riachinho,MG,Sudeste
Riacho dos Machados,MG,Sudeste
Ribeirão das Neves,MG,Sudeste
Ribeirão Vermelho,MG,Sudeste
Rio Acima,MG,Sudeste
Rio Casca,MG,Sudeste
Rio do Prado,MG,Sudeste
Rio Doce,MG,Sudeste
Rio Espera,MG,Sudeste
Rio Manso,MG,Sudeste
Rio Novo,MG,Sudeste
Rio Paranaíba,MG,Sudeste
Rio Pardo de Minas,MG,Sudeste
Rio Piracicaba,MG,Sudeste
Rio Pomba,MG,Sudeste
Rio Preto,MG,Sudeste
Rio Vermelho,MG,Sudeste
Ritápolis,MG,Sudeste
Rochedo de Minas,MG,Sudeste
Rodeiro,MG,Sudeste
Romaria,MG,Sudeste
Rosário da Limeira,MG,Sudeste
Rubelita,MG,Sudeste
Rubim,MG,Sudeste
Sabará,MG,Sudeste
Sabinópolis,MG,Sudeste
Sacramento,MG,Sudeste
Salinas,MG,Sudeste
Salto da Divisa,MG,Sudeste
Santa Bárbara,MG,Sudeste
Santa Bárbara do Leste,MG,Sudeste
Santa Bárbara do Monte Verde,MG,Sudeste
Santa Bárbara do Tugúrio,MG,Sudeste
Santa Cruz de Minas,MG,Sudeste
Santa Cruz de Salinas,MG,Sudeste
Santa Cruz do Escalvado,MG,Sudeste
Santa Efigênia de Minas,MG,Sudeste
Santa Fé de Minas,MG,Sudeste
Santa Helena de Minas,MG,Sudeste
Santa Juliana,MG,Sudeste
Santa Luzia,MG,Sudeste
Santa Margarida,MG,Sudeste
Santa Maria de Itabira,MG,Sudeste
Santa Maria do Salto,MG,Sudeste
Santa Maria do Suaçuí,MG,Sudeste
Santa Rita de Caldas,MG,Sudeste
Santa Rita de Ibitipoca,MG,Sudeste
Santa Rita de Jacutinga,MG,Sudeste
Santa Rita de Minas,MG,Sudeste
Santa Rita do Itueto,MG,Sudeste
Santa Rita do Sapucaí,MG,Sudeste
Santa Rosa da Serra,MG,Sudeste
Santa Vitória,MG,Sudeste
Santana da Vargem,MG,Sudeste
Santana de Cataguases,MG,Sudeste
Santana de Pirapama,MG,Sudeste
Santana do Deserto,MG,Sudeste
Santana do Garambéu,MG,Sudeste
Santana do Jacaré,MG,Sudeste
Santana do Manhuaçu,MG,Sudeste
Santana do Paraíso,MG,Sudeste
Santana do Riacho,MG,Sudeste
Santana dos Montes,MG,Sudeste
Santo Antônio do Amparo,MG,Sudeste
Santo Antônio do Aventureiro,MG,Sudeste
Santo Antônio do Grama,MG,Sudeste
Santo Antônio do Itambé,MG,Sudeste
Santo Antônio do Jacinto,MG,Sudeste
Santo Antônio do Monte,MG,Sudeste
Santo Antônio do Retiro,MG,Sudeste
Santo Antônio do Rio Abaixo,MG,Sudeste
Santo Hipólito,MG,Sudeste
Santos Dumont,MG,Sudeste
São Bento Abade,MG,Sudeste
São Brás do Suaçuí,MG,Sudeste
São Domingos das Dores,MG,Sudeste
São Domingos do Prata,MG,Sudeste
São Félix de Minas,MG,Sudeste
São Francisco,MG,Sudeste
São Francisco de Paula,MG,Sudeste
São Francisco de Sales,MG,Sudeste
São Francisco do Glória,MG,Sudeste
São Geraldo,MG,Sudeste
São Geraldo da Piedade,MG,Sudeste
São Geraldo do Baixio,MG,Sudeste
São Gonçalo do Abaeté,MG,Sudeste
São Gonçalo do Pará,MG,Sudeste
São Gonçalo do Rio Abaixo,MG,Sudeste
São Gonçalo do Rio Preto,MG,Sudeste
São Gonçalo do Sapucaí,MG,Sudeste
São Gotardo,MG,Sudeste
São João Batista do Glória,MG,Sudeste
São João da Lagoa,MG,Sudeste
São João da Mata,MG,Sudeste
São João da Ponte,MG,Sudeste
São João das Missões,MG,Sudeste
São João del Rei,MG,Sudeste
São João do Manhuaçu,MG,Sudeste
São João do Manteninha,MG,Sudeste
São João do Oriente,MG,Sudeste
São João do Pacuí,MG,Sudeste
São João do Paraíso,MG,Sudeste
São João Evangelista,MG,Sudeste
São João Nepomuceno,MG,Sudeste
São Joaquim de Bicas,MG,Sudeste
São José da Barra,MG,Sudeste
São José da Lapa,MG,Sudeste
São José da Safira,MG,Sudeste
São José da Varginha,MG,Sudeste
São José do Alegre,MG,Sudeste
São José do Divino,MG,Sudeste
São José do Goiabal,MG,Sudeste
São José do Jacuri,MG,Sudeste
São José do Mantimento,MG,Sudeste
São Lourenço,MG,Sudeste
São Miguel do Anta,MG,Sudeste
São Pedro da União,MG,Sudeste
São Pedro do Suaçuí,MG,Sudeste
São Pedro dos Ferros,MG,Sudeste
São Romão,MG,Sudeste
São Roque de Minas,MG,Sudeste
São Sebastião da Bela Vista,MG,Sudeste
São Sebastião da Vargem Alegre,MG,Sudeste
São Sebastião do Anta,MG,Sudeste
São Sebastião do Maranhão,MG,Sudeste
São Sebastião do Oeste,MG,Sudeste
São Sebastião do Paraíso,MG,Sudeste
São Sebastião do Rio Preto,MG,Sudeste
São Sebastião do Rio Verde,MG,Sudeste
São Tiago,MG,Sudeste
São Tomás de Aquino,MG,Sudeste
São Tomé das Letras,MG,Sudeste
São Vicente de Minas,MG,Sudeste
Sapucaí-Mirim,MG,Sudeste
Sardoá,MG,Sudeste
Sarzedo,MG,Sudeste
Sem-Peixe,MG,Sudeste
Senador Amaral,MG,Sudeste
Senador Cortes,MG,Sudeste
Senador Firmino,MG,Sudeste
Senador José Bento,MG,Sudeste
Senador Modestino Gonçalves,MG,Sudeste
Senhora de Oliveira,MG,Sudeste
Senhora do Porto,MG,Sudeste
Senhora dos Remédios,MG,Sudeste
Sericita,MG,Sudeste
Seritinga,MG,Sudeste
Serra Azul de Minas,MG,Sudeste
Serra da Saudade,MG,Sudeste
Serra do Salitre,MG,Sudeste
Serra dos Aimorés,MG,Sudeste
Serrania,MG,Sudeste
Serranópolis de Minas,MG,Sudeste
Serranos,MG,Sudeste
Serro,MG,Sudeste
Sete Lagoas,MG,Sudeste
Setubinha,MG,Sudeste
Silveirânia,MG,Sudeste
Silvianópolis,MG,Sudeste
Simão Pereira,MG,Sudeste
Simonésia,MG,Sudeste
Sobrália,MG,Sudeste
Soledade de Minas,MG,Sudeste
Tabuleiro,MG,Sudeste
Taiobeiras,MG,Sudeste
Taparuba,MG,Sudeste
Tapira,MG,Sudeste
Tapiraí,MG,Sudeste
Taquaraçu de Minas,MG,Sudeste
Tarumirim,MG,Sudeste
Teixeiras,MG,Sudeste
Teófilo Otoni,MG,Sudeste
Timóteo,MG,Sudeste
Tiradentes,MG,Sudeste
Tiros,MG,Sudeste
Tocantins,MG,Sudeste
Tocos do Moji,MG,Sudeste
Toledo,MG,Sudeste
Tombos,MG,Sudeste
Três Corações,MG,Sudeste
Três Marias,MG,Sudeste
Três Pontas,MG,Sudeste
Tumiritinga,MG,Sudeste
Tupaciguara,MG,Sudeste
Turmalina,MG,Sudeste
Turvolândia,MG,Sudeste
Ubá,MG,Sudeste
Ubaí,MG,Sudeste
Ubaporanga,MG,Sudeste
Uberaba,MG,Sudeste
Uberlândia,MG,Sudeste
Umburatiba,MG,Sudeste
Unaí,MG,Sudeste
União de Minas,MG,Sudeste
Uruana de Minas,MG,Sudeste
Urucânia,MG,Sudeste
Urucuia,MG,Sudeste
Vargem Alegre,MG,Sudeste
Vargem Bonita,MG,Sudeste
Vargem Grande do Rio Pardo,MG,Sudeste
Varginha,MG,Sudeste
Varjão de Minas,MG,Sudeste
Várzea da Palma,MG,Sudeste
Varzelândia,MG,Sudeste
Vazante,MG,Sudeste
Verdelândia,MG,Sudeste
Veredinha,MG,Sudeste
Veríssimo,MG,Sudeste
Vermelho Novo,MG,Sudeste
Vespasiano,MG,Sudeste
Viçosa,MG,Sudeste
Vieiras,MG,Sudeste
Virgem da Lapa,MG,Sudeste
Virgínia,MG,Sudeste
Virginópolis,MG,Sudeste
Virgolândia,MG,Sudeste
Visconde do Rio Branco,MG,Sudeste
Volta Grande,MG,Sudeste
Wenceslau Braz,MG,Sudeste
Afonso Cláudio,ES,Sudeste
Água Doce do Norte,ES,Sudeste
Águia Branca,ES,Sudeste
Alegre,ES,Sudeste
Alfredo Chaves,ES,Sudeste
Alto Rio Novo,ES,Sudeste
Anchieta,ES,Sudeste
Apiacá,ES,Sudeste
Aracruz,ES,Sudeste
Atílio Vivácqua,ES,Sudeste
Baixo Guandu,ES,Sudeste
Barra de São Francisco,ES,Sudeste
Boa Esperança,ES,Sudeste
Bom Jesus do Norte,ES,Sudeste
Brejetuba,ES,Sudeste
Cachoeiro de Itapemirim,ES,Sudeste
Cariacica,ES,Sudeste
Castelo,ES,Sudeste
Colatina,ES,Sudeste
Conceição da Barra,ES,Sudeste
Conceição do Castelo,ES,Sudeste
Divino de São Lourenço,ES,Sudeste
Domingos Martins,ES,Sudeste
Dores do Rio Preto,ES,Sudeste
Ecoporanga,ES,Sudeste
Fundão,ES,Sudeste
Governador Lindenberg,ES,Sudeste
Guaçuí,ES,Sudeste
Guarapari,ES,Sudeste
Ibatiba,ES,Sudeste
Ibiraçu,ES,Sudeste
Ibitirama,ES,Sudeste
Iconha,ES,Sudeste
Irupi,ES,Sudeste
Itaguaçu,ES,Sudeste
Itapemirim,ES,Sudeste
Itarana,ES,Sudeste
Iúna,ES,Sudeste
Jaguaré,ES,Sudeste
Jerônimo Monteiro,ES,Sudeste
João Neiva,ES,Sudeste
Laranja da Terra,ES,Sudeste
Linhares,ES,Sudeste
Mantenópolis,ES,Sudeste
Marataízes,ES,Sudeste
Marechal Floriano,ES,Sudeste
Marilândia,ES,Sudeste
Mimoso do Sul,ES,Sudeste
Montanha,ES,Sudeste
Mucurici,ES,Sudeste
Muniz Freire,ES,Sudeste
Muqui,ES,Sudeste
Nova Venécia,ES,Sudeste
Pancas,ES,Sudeste
Pedro Canário,ES,Sudeste
Pinheiros,ES,Sudeste
Piúma,ES,Sudeste
Ponto Belo,ES,Sudeste
Presidente Kennedy,ES,Sudeste
Rio Bananal,ES,Sudeste
Rio Novo do Sul,ES,Sudeste
Santa Leopoldina,ES,Sudeste
Santa Maria de Jetibá,ES,Sudeste
Santa Teresa,ES,Sudeste
São Domingos do Norte,ES,Sudeste
São Gabriel da Palha,ES,Sudeste
São José do Calçado,ES,Sudeste
São Mateus,ES,Sudeste
São Roque do Canaã,ES,Sudeste
Serra,ES,Sudeste
Sooretama,ES,Sudeste
Vargem Alta,ES,Sudeste
Venda Nova do Imigrante,ES,Sudeste
Viana,ES,Sudeste
Vila Pavão,ES,Sudeste
Vila Valério,ES,Sudeste
Vila Velha,ES,Sudeste
Vitória,ES,Sudeste
Angra dos Reis,RJ,Sudeste
Aperibé,RJ,Sudeste
Araruama,RJ,Sudeste
Areal,RJ,Sudeste
Armação dos Búzios,RJ,Sudeste
Arraial do Cabo,RJ,Sudeste
Barra do Piraí,RJ,Sudeste
Barra Mansa,RJ,Sudeste
Belford Roxo,RJ,Sudeste
Bom Jardim,RJ,Sudeste
Bom Jesus do Itabapoana,RJ,Sudeste
Cabo Frio,RJ,Sudeste
Cachoeiras de Macacu,RJ,Sudeste
Cambuci,RJ,Sudeste
Campos dos Goytacazes,RJ,Sudeste
Cantagalo,RJ,Sudeste
Carapebus,RJ,Sudeste
Cardoso Moreira,RJ,Sudeste
Carmo,RJ,Sudeste
Casimiro de Abreu,RJ,Sudeste
Comendador Levy Gasparian,RJ,Sudeste
Conceição de Macabu,RJ,Sudeste
Cordeiro,RJ,Sudeste
Duas Barras,RJ,Sudeste
Duque de Caxias,RJ,Sudeste
Engenheiro Paulo de Frontin,RJ,Sudeste
Guapimirim,RJ,Sudeste
Iguaba Grande,RJ,Sudeste
Itaboraí,RJ,Sudeste
Itaguaí,RJ,Sudeste
Italva,RJ,Sudeste
Itaocara,RJ,Sudeste
Itaperuna,RJ,Sudeste
Itatiaia,RJ,Sudeste
Japeri,RJ,Sudeste
Laje do Muriaé,RJ,Sudeste
Macaé,RJ,Sudeste
Macuco,RJ,Sudeste
Magé,RJ,Sudeste
Mangaratiba,RJ,Sudeste
Maricá,RJ,Sudeste
Mendes,RJ,Sudeste
Mesquita,RJ,Sudeste
Miguel Pereira,RJ,Sudeste
Miracema,RJ,Sudeste
Natividade,RJ,Sudeste
Nilópolis,RJ,Sudeste
Niterói,RJ,Sudeste
Nova Friburgo,RJ,Sudeste
Nova Iguaçu,RJ,Sudeste
Paracambi,RJ,Sudeste
Paraíba do Sul,RJ,Sudeste
Paraty,RJ,Sudeste
Paty do Alferes,RJ,Sudeste
Petrópolis,RJ,Sudeste
Pinheiral,RJ,Sudeste
Piraí,RJ,Sudeste
Porciúncula,RJ,Sudeste
Porto Real,RJ,Sudeste
Quatis,RJ,Sudeste
Queimados,RJ,Sudeste
Quissamã,RJ,Sudeste
Resende,RJ,Sudeste
Rio Bonito,RJ,Sudeste
Rio Claro,RJ,Sudeste
Rio das Flores,RJ,Sudeste
Rio das Ostras,RJ,Sudeste
Rio de Janeiro,RJ,Sudeste
Santa Maria Madalena,RJ,Sudeste
Santo Antônio de Pádua,RJ,Sudeste
São Fidélis,RJ,Sudeste
São Francisco de Itabapoana,RJ,Sudeste
São Gonçalo,RJ,Sudeste
São João da Barra,RJ,Sudeste
São João de Meriti,RJ,Sudeste
São José de Ubá,RJ,Sudeste
São José do Vale do Rio Preto,RJ,Sudeste
São Pedro da Aldeia,RJ,Sudeste
São Sebastião do Alto,RJ,Sudeste
Sapucaia,RJ,Sudeste
Saquarema,RJ,Sudeste
Seropédica,RJ,Sudeste
Silva Jardim,RJ,Sudeste
Sumidouro,RJ,Sudeste
Tanguá,RJ,Sudeste
Teresópolis,RJ,Sudeste
Trajano de Moraes,RJ,Sudeste
Três Rios,RJ,Sudeste
Valença,RJ,Sudeste
Varre-Sai,RJ,Sudeste
Vassouras,RJ,Sudeste
Volta Redonda,RJ,Sudeste
Adamantina,SP,Sudeste
Adolfo,SP,Sudeste
Aguaí,SP,Sudeste
Águas da Prata,SP,Sudeste
Águas de Lindóia,SP,Sudeste
Águas de Santa Bárbara,SP,Sudeste
Águas de São Pedro,SP,Sudeste
Agudos,SP,Sudeste
Alambari,SP,Sudeste
Alfredo Marcondes,SP,Sudeste
Altair,SP,Sudeste
Altinópolis,SP,Sudeste
Alto Alegre,SP,Sudeste
Alumínio,SP,Sudeste
Álvares Florence,SP,Sudeste
Álvares Machado,SP,Sudeste
Álvaro de Carvalho,SP,Sudeste
Alvinlândia,SP,Sudeste
Americana,SP,Sudeste
Américo Brasiliense,SP,Sudeste
Américo de Campos,SP,Sudeste
Amparo,SP,Sudeste
Analândia,SP,Sudeste
Andradina,SP,Sudeste
Angatuba,SP,Sudeste
Anhembi,SP,Sudeste
Anhumas,SP,Sudeste
Aparecida,SP,Sudeste
Aparecida d'Oeste,SP,Sudeste
Apiaí,SP,Sudeste
Araçariguama,SP,Sudeste
Araçatuba,SP,Sudeste
Araçoiaba da Serra,SP,Sudeste
Aramina,SP,Sudeste
Arandu,SP,Sudeste
Arapeí,SP,Sudeste
Araraquara,SP,Sudeste
Araras,SP,Sudeste
Arco-Íris,SP,Sudeste
Arealva,SP,Sudeste
Areias,SP,Sudeste
Areiópolis,SP,Sudeste
Ariranha,SP,Sudeste
Artur Nogueira,SP,Sudeste
Arujá,SP,Sudeste
Aspásia,SP,Sudeste
Assis,SP,Sudeste
Atibaia,SP,Sudeste
Auriflama,SP,Sudeste
Avaí,SP,Sudeste
Avanhandava,SP,Sudeste
Avaré,SP,Sudeste
Bady Bassitt,SP,Sudeste
Balbinos,SP,Sudeste
Bálsamo,SP,Sudeste
Bananal,SP,Sudeste
Barão de Antonina,SP,Sudeste
Barbosa,SP,Sudeste
Bariri,SP,Sudeste
Barra Bonita,SP,Sudeste
Barra do Chapéu,SP,Sudeste
Barra do Turvo,SP,Sudeste
Barretos,SP,Sudeste
Barrinha,SP,Sudeste
Barueri,SP,Sudeste
Bastos,SP,Sudeste
Batatais,SP,Sudeste
Bauru,SP,Sudeste
Bebedouro,SP,Sudeste
Bento de Abreu,SP,Sudeste
Bernardino de Campos,SP,Sudeste
Bertioga,SP,Sudeste
Bilac,SP,Sudeste
Birigui,SP,Sudeste
Biritiba Mirim,SP,Sudeste
Boa Esperança do Sul,SP,Sudeste
Bocaina,SP,Sudeste
Bofete,SP,Sudeste
Boituva,SP,Sudeste
Bom Jesus dos Perdões,SP,Sudeste
Bom Sucesso de Itararé,SP,Sudeste
Borá,SP,Sudeste
Boracéia,SP,Sudeste
Borborema,SP,Sudeste
Borebi,SP,Sudeste
Botucatu,SP,Sudeste
Bragança Paulista,SP,Sudeste
Braúna,SP,Sudeste
Brejo Alegre,SP,Sudeste
Brodowski,SP,Sudeste
Brotas,SP,Sudeste
Buri,SP,Sudeste
Buritama,SP,Sudeste
Buritizal,SP,Sudeste
Cabrália Paulista,SP,Sudeste
Cabreúva,SP,Sudeste
Caçapava,SP,Sudeste
Cachoeira Paulista,SP,Sudeste
Caconde,SP,Sudeste
Cafelândia,SP,Sudeste
Caiabu,SP,Sudeste
Caieiras,SP,Sudeste
Caiuá,SP,Sudeste
Cajamar,SP,Sudeste
Cajati,SP,Sudeste
Cajobi,SP,Sudeste
Cajuru,SP,Sudeste
Campina do Monte Alegre,SP,Sudeste
Campinas,SP,Sudeste
Campo Limpo Paulista,SP,Sudeste
Campos do Jordão,SP,Sudeste
Campos Novos Paulista,SP,Sudeste
Cananéia,SP,Sudeste
Canas,SP,Sudeste
Cândido Mota,SP,Sudeste
